net,length_um
mgmt_buffers.mprj_logic1\[164\],1555
mgmt_buffers.mprj_logic1\[381\],1550.82
mgmt_buffers.mprj_logic1\[290\],1538.96
mgmt_buffers.mprj_logic1\[240\],1533
_12056_,1529.1
mgmt_buffers.mprj_logic1\[292\],1526.38
mgmt_buffers.mprj_logic1\[289\],1517.62
_04696_,1504.59
net1447,1499.95
net1373,1496.59
_04946_,1493.805
net1863,1492.9
mgmt_buffers.mprj_logic1\[354\],1482.52
net2475,1477.64
mgmt_buffers.mprj_adr_o_core\[6\],1473.14
net13053,1469.56
mgmt_buffers.la_data_in_enable\[24\],1466.84
mgmt_buffers.mprj_logic1\[139\],1464.06
net2583,1463.74
net10405,1462.525
net1495,1454.56
net1492,1453.44
mgmt_buffers.mprj_logic1\[229\],1449.3
mgmt_buffers.mprj_logic1\[319\],1448.72
mgmt_buffers.mprj_logic1\[285\],1448.36
mprj_io_in[20],1442.61
_04694_,1441.51
_04693_,1441.42
net13056,1436.96
_04879_,1433.97
net2495,1424.82
net10357,1417.225
mgmt_buffers.mprj_logic1\[218\],1415.44
soc.core.multiregimpl3_regs1,1410.48
mgmt_buffers.mprj_adr_o_core\[7\],1407.55
net1191,1402.17
mgmt_buffers.mprj_logic1\[377\],1398.37
net4334,1397.09
net3784,1397.005
net2563,1394.82
clknet_3_4_0_mgmt_buffers.caravel_clk,1391.76
soc.core.la_out_storage\[6\],1383.2
mgmt_buffers.mprj_logic1\[375\],1377.56
net13061,1373.44
net2554,1371.52
mgmt_buffers.mprj_sel_o_core\[2\],1370.91
net1362,1359.34
mgmt_buffers.mprj_logic1\[372\],1359.16
mgmt_buffers.mprj_logic1\[317\],1355.97
_04933_,1355.36
net1459,1354.5
net1501,1354.22
gpio_control_in_2\[6\].gpio_logic1,1350.74
net2484,1350.18
mgmt_buffers.mprj_logic1\[286\],1343.85
net1666,1340.635
mgmt_buffers.mprj_logic1\[368\],1340.55
soc.core.la_out_storage\[9\],1338.56
net1297,1338.13
net2111,1336.48
net15,1336.36
net1639,1332.58
net1498,1331.815
net1304,1330.53
soc.core.la_oe_storage\[18\],1329.36
net1360,1327.71
gpio_control_in_2\[6\].user_gpio_in,1325.36
mgmt_buffers.mprj_logic1\[280\],1325.24
net1633,1313.78
mgmt_buffers.mprj_logic1\[226\],1312.975
net12990,1311.78
mgmt_buffers.mprj_logic1\[189\],1311.66
soc.core.la_oe_storage\[22\],1310.69
mgmt_buffers.la_data_in_enable\[94\],1310.48
user_io_out\[20\],1306.99
_04698_,1304.58
net1563,1301.62
net2490,1301.52
net2479,1301.48
mgmt_buffers.mprj_logic1\[369\],1296.66
net1842,1295.66
mgmt_buffers.la_data_in_enable\[38\],1294.2
net1663,1293.63
net1644,1293.03
net1425,1293.02
net1420,1292.87
net1669,1292.33
gpio_control_in_2\[6\].mgmt_ena,1285.99
net1438,1284.165
mgmt_buffers.mprj_ack_i_user,1281.94
net185,1280.66
mgmt_buffers.la_oenb_core\[114\],1280.32
net1637,1278.28
net1649,1276.21
net1671,1275.33
net1668,1274.85
net12989,1272.85
mgmt_buffers.mprj_logic1\[349\],1272.64
net1681,1270.72
soc.core.la_out_storage\[18\],1266.9
net1499,1266.8
net1560,1264.95
net2550,1262.66
net1642,1262.43
net186,1259.64
net1645,1259.59
net1690,1255.92
mgmt_buffers.mprj_logic1\[202\],1254.36
mgmt_buffers.mprj_logic1\[149\],1253.64
net1770,1253.6
soc.core.la_oe_storage\[125\],1252.915
net1496,1252.415
net1646,1252.04
mgmt_buffers.mprj_adr_o_core\[10\],1251.26
net1684,1250.76
net1578,1247.375
net1658,1245.385
net1559,1244.07
net13060,1242.38
net2549,1241.26
mgmt_buffers.mprj_logic1\[5\],1239.42
net13050,1239.22
net1653,1238.975
net436,1237.94
mgmt_buffers.mprj_logic1\[287\],1237.74
net1834,1233.18
net1651,1229.055
mgmt_buffers.mprj_logic1\[353\],1225.3
net329,1223.96
net1675,1223.74
net1640,1222.135
net1491,1219.26
mgmt_buffers.mprj_logic1\[461\],1218.56
soc.core.la_out_storage\[3\],1217.62
net13059,1215.72
net1358,1215.5
mgmt_buffers.mprj_logic1\[356\],1214.82
net1643,1213.65
net1480,1213.31
mgmt_buffers.mprj_adr_o_core\[8\],1212.225
mgmt_buffers.mprj_logic1\[47\],1212.06
net1367,1209.65
net1504,1207.09
net1423,1201.125
net1569,1200.94
mgmt_buffers.mprj_logic1\[318\],1200.58
mgmt_buffers.la_data_in_core\[112\],1199.92
net1494,1197.66
soc.core.la_out_storage\[13\],1196.4
net1686,1195.92
net1435,1195.07
net1689,1193.7
net1678,1192.17
net1421,1190.31
net1664,1189.85
_04930_,1189.225
mgmt_buffers.mprj_logic1\[312\],1188.955
mgmt_buffers.mprj_logic1\[277\],1186.42
net1657,1183.195
net1493,1181.155
mgmt_buffers.mprj_logic1\[178\],1177.945
mgmt_buffers.la_data_in_enable\[13\],1177.9
net2114,1177.53
mgmt_buffers.mprj_logic1\[163\],1177.46
net442,1177.215
net13038,1177.02
net1419,1175.9
net1500,1174.61
net13062,1173.58
_04918_,1173.25
net1687,1171.64
net1449,1171
net12,1170.68
mgmt_buffers.mprj_logic1\[311\],1169.7
mgmt_buffers.mprj_cyc_o_user,1169.34
net1638,1167.815
net1566,1164.905
net1369,1164.57
net1650,1164.02
net1632,1163.74
net1497,1163.01
net1724,1162.755
net1422,1160.08
net1683,1159.06
net1677,1158
net1654,1156.27
net1503,1154.69
net1673,1154.395
net1452,1153.33
net1505,1152.535
net1662,1150.175
net1564,1149.32
_04906_,1147.56
soc.core.la_out_storage\[45\],1144.23
mgmt_buffers.mprj_logic1\[322\],1142.95
mgmt_buffers.la_data_in_core\[37\],1142.89
net1680,1142.35
net1479,1141.58
net2268,1141.22
net12994,1140.34
net2781,1139.24
net1672,1138.24
net1679,1137.92
_04255_,1136.9
_04865_,1135.88
gpio_control_bidir_1\[0\].serial_load_out,1134.42
net1661,1133.81
net1674,1132.94
net540,1132.155
net1676,1128.43
net1665,1126.46
net1667,1125.74
mgmt_buffers.mprj_adr_o_user\[14\],1123.99
net1475,1123.14
net1440,1120.45
net1429,1118.98
soc.core.la_oe_storage\[1\],1118.32
net1445,1117.85
net1655,1117.64
net1682,1116.94
net541,1116.815
_04936_,1116.6
mgmt_buffers.mprj_dat_o_user\[2\],1115.72
net2174,1115.275
net1565,1113.195
net1463,1110.245
net1562,1108.56
net13024,1108.28
net1561,1106.84
net1570,1105.44
mgmt_buffers.la_data_in_enable\[83\],1103.58
mgmt_buffers.mprj_logic1\[191\],1102.86
mgmt_buffers.la_data_in_core\[87\],1100.455
mgmt_buffers.mprj_logic1\[315\],1098.44
net1439,1098.365
net1427,1098.28
net1647,1098
mgmt_buffers.mprj_adr_o_user\[22\],1095.96
_04885_,1094.96
_04257_,1094.025
_04952_,1093.83
net1621,1093.32
net1659,1093.16
net2769,1092.48
net20,1091.74
net13,1087.52
soc.core.la_oe_storage\[42\],1084.95
_04882_,1083.97
net1656,1082.59
net1437,1082.44
net1652,1081.76
mgmt_buffers.mprj_logic1\[269\],1081.12
net1567,1080.845
_04868_,1076.97
mgmt_buffers.mprj_logic1\[362\],1076.92
net2696,1075.6
_04949_,1075.43
net1634,1072.54
_05812_,1071.36
mgmt_buffers.mprj_logic1\[300\],1070.7
net2705,1067.6
mgmt_buffers.mprj_adr_o_core\[13\],1067.45
net1762,1067.04
_04955_,1065.33
net1298,1064.13
net2098,1061.06
net2269,1059.775
net1754,1057.64
net1431,1057.38
net1436,1056.11
net1434,1055.515
net12998,1055.435
net1299,1053.22
mgmt_buffers.mprj_adr_o_user\[18\],1050.44
net1816,1048.5
_04912_,1048.195
net1364,1047.99
mgmt_buffers.mprj_ack_i_core_bar,1047.71
mgmt_buffers.mprj_logic1\[200\],1044.14
net1467,1043.93
_04915_,1043.7
net1641,1042.22
net1736,1042.2
net1618,1041.9
net1691,1041.77
mgmt_buffers.la_oenb_core\[111\],1040.92
mgmt_buffers.mprj_logic1\[224\],1040.9
net1660,1039.72
net1372,1039.58
mgmt_buffers.mprj_adr_o_user\[19\],1039.17
net1636,1037
net2115,1036.94
mgmt_buffers.la_oenb_core\[121\],1035.96
net968,1033.57
mgmt_buffers.mprj_logic1\[207\],1032.12
net1795,1032.08
mgmt_buffers.la_data_in_core\[74\],1031.9
mgmt_buffers.mprj_logic1\[301\],1028.71
net2449,1027.23
net1577,1026.28
_03441_,1024.12
mgmt_buffers.mprj_adr_o_user\[16\],1022.9
net2070,1022.74
net1670,1022.14
mgmt_buffers.mprj_logic1\[279\],1022.12
net1476,1021.39
net2737,1020.22
mgmt_buffers.mprj_logic1\[262\],1020.2
net1568,1018.935
_03427_,1017.165
net1531,1017.11
net23,1017.1
net1444,1017.1
net1432,1016.73
net13032,1016.4
mgmt_buffers.mprj_dat_o_user\[15\],1016.14
net13039,1014.46
mgmt_buffers.mprj_dat_o_user\[11\],1013.88
net1093,1013.72
mgmt_buffers.mprj_logic1\[184\],1013.16
net1738,1012.57
net1428,1011.91
net1760,1011
mgmt_buffers.mprj_logic1\[190\],1008.3
net31,1008.26
mgmt_buffers.mprj_dat_o_user\[7\],1006.78
mgmt_buffers.mprj_logic1\[119\],1005.335
mgmt_buffers.la_data_in_core\[92\],1005.26
net1859,1003.92
net1752,1002.49
net12997,1001.89
mgmt_buffers.mprj_adr_o_user\[20\],1001.38
mgmt_buffers.mprj_logic1\[211\],999.9
net1539,999.28
mgmt_buffers.mprj_logic1\[231\],997.5
net1530,997.06
soc.core.la_oe_storage\[97\],996.56
_04894_,995.995
net1796,994
mgmt_buffers.mprj_adr_o_user\[24\],993.62
net435,992.5
mgmt_buffers.mprj_dat_o_user\[10\],992.16
mgmt_buffers.la_oenb_core\[101\],992.14
net1807,988.18
mgmt_buffers.mprj_logic1\[309\],987.87
net1800,987.78
net1424,987.2
soc.core.hk_dat_i\[10\],986.76
net1579,986.52
net1502,984.385
net1635,983.655
net13025,983.14
mgmt_buffers.mprj_logic1\[281\],982.83
net1788,982.58
_03448_,981.98
net1782,981.82
net13011,981.615
net2535,981.32
mgmt_buffers.mprj_adr_o_user\[21\],980.98
net1366,979.87
net1732,979.77
net2584,979.2
net2448,978.89
net2083,978.7
mgmt_buffers.mprj_dat_o_core\[10\],978.59
net1471,978.475
net1685,977.32
net13030,977.28
mgmt_buffers.mprj_logic1\[195\],976.64
net22,976.4
net13036,976.14
mgmt_buffers.mprj_logic1\[35\],975.6
_04921_,975.35
_04261_,973.82
mgmt_buffers.mprj_dat_o_user\[14\],972.56
mgmt_buffers.la_oenb_core\[120\],972.32
net2457,971.925
net1766,971.82
_03647_,971.45
net2458,971.33
net1393,971.28
mgmt_buffers.mprj_logic1\[458\],971.06
net1779,970.86
net14,970.7
mgmt_buffers.mprj_dat_o_user\[12\],967.7
mgmt_buffers.mprj_adr_o_user\[23\],965.32
net21,962.9
mgmt_buffers.mprj_logic1\[270\],962.69
net972,961.67
net1775,961.46
net455,961.24
_12221_,960.89
soc.core.hk_dat_i\[13\],960.82
_04909_,960.81
net1882,960.69
mgmt_buffers.mprj_dat_o_user\[13\],960.48
net13019,960.28
net1768,960.22
net1688,959.68
net1740,959.36
net1648,958.54
mgmt_buffers.mprj_adr_o_core\[26\],958.2
_04876_,956.7
net2180,956.58
mgmt_buffers.mprj_dat_o_user\[0\],955.66
mgmt_buffers.mprj_dat_o_core\[25\],955.06
mgmt_buffers.la_oenb_core\[108\],953.98
mprj_io_in_3v3[0],953.85
mgmt_buffers.mprj_adr_o_user\[4\],952.66
mgmt_buffers.mprj_logic1\[7\],952.17
mgmt_buffers.mprj_logic1\[308\],952.08
_03772_,951.42
net2542,951.28
soc.core.la_out_storage\[15\],950.75
net13047,949.28
net2728,947.66
net1612,947.63
mgmt_buffers.mprj_adr_o_user\[28\],946.32
_03428_,945.915
net851,945.795
_04859_,945.52
net1370,945.52
soc.core.la_oe_storage\[4\],944.41
net1823,944.34
gpio_control_bidir_1\[0\].resetn,943.74
mgmt_buffers.mprj_logic1\[193\],943.64
net2459,943.49
mgmt_buffers.caravel_rstn,942.98
net434,942.7
net1453,942.325
net2590,941.66
_03444_,940.775
net1787,939.3
net1385,938.67
net1759,937.3
_04258_,937.225
_03778_,937.16
net2766,936.66
net2749,935.5
_11987_,934.96
mgmt_buffers.mprj_logic1\[216\],934.88
mgmt_buffers.mprj_adr_o_core\[21\],934.76
mgmt_buffers.la_data_in_core\[116\],934.56
mgmt_buffers.mprj_logic1\[2\],934.54
mgmt_buffers.mprj_adr_o_core\[16\],933.98
net1455,933.225
soc.core.hk_dat_i\[18\],932.67
net1451,931.66
net1804,930.78
mgmt_buffers.mprj_dat_o_core\[19\],930.48
net1828,929.56
net2462,929
net1624,928.84
net1799,928.82
_04927_,928.34
mgmt_buffers.mprj_adr_o_core\[25\],927.79
net1485,927.71
net13031,927.18
mgmt_buffers.mprj_adr_o_core\[14\],926.8
mgmt_buffers.mprj_logic1\[307\],926.62
net2765,925.84
gpio_control_in_1a\[4\].serial_load_out,925.68
net2470,925.66
net2511,925.51
mgmt_buffers.mprj_logic1\[185\],924.44
mgmt_buffers.mprj_logic1\[260\],923.35
net2108,923.18
net1824,921.68
_04270_,921.12
soc.core.la_oe_storage\[2\],917.54
mgmt_buffers.la_data_in_core\[103\],917.51
net1107,916.85
soc.core.VexRiscv.CsrPlugin_selfException_payload_badAddr\[12\],916.67
mgmt_buffers.mprj_logic1\[278\],915.705
net1615,915.23
gpio_control_in_1a\[4\].serial_clock_out,915.115
mgmt_buffers.mprj_dat_o_user\[18\],914.86
mgmt_buffers.mprj_logic1\[459\],914.24
mgmt_buffers.mprj_logic1\[34\],910.32
soc.core.hk_dat_i\[22\],910.09
mgmt_buffers.mprj_logic1\[192\],909.48
mgmt_buffers.mprj_dat_o_core\[12\],908.83
soc.core.hk_dat_i\[14\],908.19
mgmt_buffers.mprj_logic1\[439\],908.12
net1117,907.95
_04924_,907.12
_04268_,907.075
mgmt_buffers.la_data_in_core\[115\],907
mgmt_buffers.la_data_in_enable\[91\],906.24
net900,905.855
net1114,905.215
net1382,904.765
mgmt_buffers.mprj_logic1\[6\],904.68
net539,904.64
net1486,902.435
mgmt_buffers.la_data_in_core\[108\],902.12
_10770_,902.01
soc.core.hk_dat_i\[2\],900.95
net1582,899.06
mgmt_buffers.la_oenb_core\[116\],898.66
net2182,898.43
net9,898.16
soc.core.la_out_storage\[2\],897.58
mgmt_buffers.la_data_in_mprj_bar\[31\],896.94
mgmt_buffers.mprj_dat_o_user\[17\],895.96
mgmt_buffers.la_data_in_core\[117\],893.94
mgmt_buffers.mprj_logic1\[361\],893.88
net1068,893.06
mgmt_buffers.la_data_in_core\[113\],892.28
net1820,890.94
net2294,890.76
mgmt_buffers.la_data_in_core\[90\],890.56
mgmt_buffers.la_data_in_enable\[120\],889.36
mgmt_buffers.la_oenb_core\[117\],889.12
net1892,889.05
net1383,889
mgmt_buffers.la_oenb_core\[100\],887.835
net1936,887.36
net1546,887.08
mgmt_buffers.mprj_adr_o_core\[27\],886.775
mgmt_buffers.la_data_in_core\[96\],886.68
net2533,885.75
soc.core.la_out_storage\[7\],885.385
net1368,885.16
net1601,885.1
mgmt_buffers.mprj_dat_o_user\[16\],884.72
_04267_,884.64
net8,883.52
net2548,883.16
soc.core.RAM256.WE0\[0\],883.12
mgmt_buffers.mprj_logic1\[457\],882.84
mgmt_buffers.la_oenb_core\[112\],882.18
net13000,881.74
net2772,881.72
_04265_,881.63
net2591,881.6
net1792,881.58
net1302,881.13
net904,879.935
soc.core.VexRiscv.IBusCachedPlugin_cache.io_cpu_decode_data\[20\],879.87
mgmt_buffers.mprj_logic1\[116\],879.68
_03426_,879.66
mgmt_buffers.la_oenb_core\[103\],879.62
soc.core.hk_dat_i\[16\],879.33
net1784,878.335
net3606,877.015
net1742,876.975
net2447,876.7
mgmt_buffers.mprj_logic1\[445\],874.54
net2758,872.86
net1748,872.78
net1487,871.535
net658,871.38
net1825,871.2
net1758,870.68
mgmt_buffers.mprj_adr_o_user\[9\],870.48
net2308,870.24
mgmt_buffers.la_oenb_core\[115\],870.08
soc.core.la_oe_storage\[19\],869.53
soc.core.hk_dat_i\[24\],868.33
net1087,867.62
_04273_,867.34
net2450,867.045
net2160,865.84
mgmt_buffers.mprj_logic1\[456\],864.79
mgmt_buffers.mprj_logic1\[255\],864.44
mgmt_buffers.mprj_logic1\[180\],863.64
mgmt_buffers.mprj_adr_o_user\[26\],863.17
net1430,863.02
net1756,862.78
net978,862.125
mgmt_buffers.mprj_adr_o_user\[27\],861.995
mgmt_buffers.mprj_adr_o_user\[25\],861.94
mgmt_buffers.la_oenb_core\[113\],860.9
net2743,860.56
net2254,860.14
mgmt_buffers.mprj_logic1\[223\],859.84
mgmt_buffers.la_data_in_enable\[23\],859.76
mgmt_buffers.mprj_logic1\[276\],859.33
net829,858.64
net1426,858.45
net2598,858.4
_04700_,858.3
net2821,857.1
net834,856.71
net4625,856.51
net1891,855.82
net1591,855.7
mgmt_buffers.la_data_in_enable\[95\],855.66
_12216_,855.38
mgmt_buffers.la_data_in_core\[104\],855.32
net1776,854.72
net29,853.86
net13049,852.42
_04266_,851.92
mgmt_buffers.la_data_in_core\[109\],851.58
mgmt_buffers.mprj_dat_o_core\[14\],851.43
mgmt_buffers.la_data_in_core\[0\],851.26
net10765,851.185
mgmt_buffers.mprj_adr_o_user\[31\],851.12
net1079,850.84
net2456,849.765
net13040,849.76
mgmt_buffers.mprj_dat_o_user\[20\],848.99
net1371,848.18
_04254_,847.34
mgmt_buffers.mprj_dat_o_user\[19\],846.3
clknet_7_26__leaf_mgmt_buffers.caravel_clk,846.29
net4333,845.955
net417,844.72
net1746,844.32
mgmt_buffers.mprj_logic1\[441\],843.95
gpio_control_bidir_2\[2\].serial_data_in,843.74
net1812,843.05
net11792,842.92
net1049,842.665
mgmt_buffers.mprj_logic1\[282\],842.35
net1602,842.29
net1723,842.07
mgmt_buffers.mprj_adr_o_core\[20\],841.48
soc.core.la_oe_storage\[27\],841.36
net1843,840.86
net1365,840.61
net1190,840.18
_04259_,840.14
mgmt_buffers.mprj_dat_o_user\[23\],839.56
soc.core.hk_dat_i\[26\],839.47
soc.core.la_out_storage\[37\],839.02
mgmt_buffers.mprj_adr_o_user\[29\],838.88
_03424_,838.705
mgmt_buffers.la_data_in_mprj_bar\[25\],837.84
net1443,837.25
_03440_,837.12
net882,836.76
_11205_,835.22
_03421_,835.1
net1217,834.96
net2720,834.62
mgmt_buffers.mprj_dat_o_user\[21\],834.47
_04701_,834.39
net1622,834.135
net2112,834
net2105,833.14
_03653_,833.08
net2818,832.84
net2492,832.6
net2271,832.42
mgmt_buffers.la_data_in_core\[84\],832.28
net1808,832.26
net2119,832.24
mgmt_buffers.mprj_adr_o_core\[23\],830.99
mgmt_buffers.mprj_logic1\[360\],830.96
net644,830.16
net2594,829.92
net984,828.695
mgmt_buffers.mprj_dat_o_user\[26\],828.68
mgmt_io_out\[5\],828.47
mgmt_buffers.mprj_logic1\[460\],828.38
mgmt_buffers.wb_in_enable,827.54
mgmt_buffers.la_data_in_core\[99\],825.72
net1113,825.115
mgmt_buffers.mprj_adr_o_core\[15\],823.7
mgmt_buffers.la_oenb_core\[104\],823.12
mgmt_buffers.la_data_in_core\[122\],822.8
mgmt_buffers.la_data_in_core\[105\],822.2
_04274_,821.98
mgmt_buffers.mprj_dat_o_user\[22\],821
mgmt_buffers.la_oenb_core\[110\],820.78
net2733,820.76
net1613,820.7
mgmt_buffers.mprj_adr_o_core\[24\],820.5
net1021,820.3
mgmt_buffers.mprj_adr_o_user\[30\],819.38
net2520,818.98
mgmt_buffers.la_oenb_core\[123\],818.9
soc.core.mprj_wb_iena_storage,818.715
soc.core.la_out_storage\[30\],817.94
net13046,817.82
mgmt_buffers.mprj_logic1\[265\],817.58
net2468,817.5
net1592,816.98
net1300,816.59
net2259,816.445
net2502,816.36
mgmt_buffers.la_data_in_core\[97\],816.24
net981,816.045
net30,814.94
mgmt_buffers.la_oenb_core\[84\],814.86
mgmt_buffers.la_data_in_core\[101\],814.4
mgmt_buffers.mprj_logic1\[153\],814.24
_03436_,813.755
soc.core.la_oe_storage\[0\],813.59
net1772,813.06
net874,812.97
soc.core.hk_dat_i\[31\],812.53
mgmt_buffers.la_data_in_core\[110\],811.36
net1218,809.74
mgmt_buffers.mprj_logic1\[350\],809.38
net2085,809.26
net1172,808.96
net990,808.93
net970,808.24
_11248_,807.96
net2817,807.52
_04269_,805.72
_11867_,805.57
soc.core.RAM256.SEL0\[0\],804.91
_03433_,804.8
mgmt_buffers.mprj_logic1\[274\],803.99
mgmt_buffers.mprj_logic1\[446\],803.82
_12012_,802.46
mgmt_buffers.mprj_adr_o_core\[22\],802.36
net985,802.155
mgmt_buffers.la_data_in_core\[102\],801.46
mgmt_buffers.mprj_adr_o_core\[28\],801.39
mgmt_buffers.mprj_logic1\[440\],801.12
net1599,801.11
mgmt_buffers.la_oenb_core\[87\],800.86
mgmt_buffers.mprj_dat_o_user\[25\],799.52
_12032_,798.46
soc.core.hk_dat_i\[1\],795.96
mgmt_buffers.mprj_logic1\[1\],795.56
mgmt_buffers.la_data_in_core\[107\],795.16
mgmt_buffers.mprj_logic1\[333\],795.06
mgmt_buffers.la_data_in_core\[100\],794.24
net2284,793.885
mgmt_buffers.mprj_logic1\[283\],793.58
net2081,793.58
soc.core.hk_dat_i\[4\],793.57
net1744,793.52
mgmt_buffers.mprj_adr_o_user\[7\],793.34
net2110,793.24
net2477,793.15
net1610,792.8
net2523,792.12
net1178,792.08
net2209,790.84
mgmt_buffers.la_oenb_core\[109\],790.76
net538,790.66
mgmt_buffers.mprj_logic1\[332\],790.52
net2503,789.58
mgmt_buffers.mprj_dat_o_core\[17\],788.56
net8121,787.355
_04888_,787.24
net560,786.02
net2014,785.18
mgmt_buffers.la_data_in_core\[125\],784.86
net2771,784.16
mgmt_buffers.mprj_adr_o_core\[19\],783.42
net1628,783.42
net2107,783.22
soc.core.la_oe_storage\[23\],783.12
mgmt_buffers.mprj_logic1\[453\],782.48
net1835,782.34
net1609,782.23
mgmt_buffers.la_data_in_core\[88\],781.94
_04271_,781.86
net1478,781.305
mgmt_buffers.mprj_adr_o_core\[31\],781.02
_11302_,780.98
mgmt_buffers.la_data_in_enable\[25\],780.92
net2708,780.88
_11267_,780.65
_11262_,780.6
net2443,779.435
soc.core.dff2_en,779.07
_10540_,778.57
_04260_,778.46
_03432_,778.28
net1035,778.09
net2255,776.745
_12039_,774.69
mgmt_buffers.la_oenb_core\[126\],774.64
net1701,774.625
mgmt_buffers.la_data_in_core\[98\],773.7
mgmt_buffers.mprj_logic1\[455\],772.84
net1606,772.535
_11235_,772.46
net1251,772.05
net1305,771.32
net1536,771.19
net1995,770.775
net1580,770.465
net1295,770.35
_12034_,770.175
mgmt_buffers.mprj_logic1\[448\],769.99
net2299,769.7
mgmt_buffers.la_data_in_core\[106\],769.16
mgmt_buffers.mprj_dat_o_core\[28\],769.04
